ID,Job Role,Question Type,Category,Difficulty,Question,Answer,Label
27,Software Engineer,Technical,General Programming,Medium,Explain the difference between stack and heap memory.,Stack memory stores local variables and function calls; heap memory...,Average
28,Software Engineer,Technical,General Programming,Medium,Explain the difference between stack and heap memory.,"I'm not really sure, maybe it's something to do with code.",Poor
29,Software Engineer,Technical,General Programming,Medium,"What is a design pattern, and can you name a few?","Design patterns are solutions to common design problems. Examples: Singleton, Factory, Observer, MVC.",Excellent
30,Software Engineer,Technical,General Programming,Medium,"What is a design pattern, and can you name a few?",Design patterns are solutions to common design problems.,Good
31,Software Engineer,Technical,General Programming,Medium,"What is a design pattern, and can you name a few?",Design patterns are solutions to common design problems.,Average
32,Software Engineer,Technical,General Programming,Medium,"What is a design pattern, and can you name a few?","Something related to software, not sure of the details.",Poor
33,Software Engineer,Technical,General Programming,Medium,"Define the term ""DRY"" in software development.",DRY (Don't Repeat Yourself) advocates for avoiding code duplication by reusing existing code.,Excellent
34,Software Engineer,Technical,General Programming,Medium,"Define the term ""DRY"" in software development.",DRY (Don't Repeat Yourself) advocates for avoiding code duplication by reusing existing code.,Good
35,Software Engineer,Technical,General Programming,Medium,"Define the term ""DRY"" in software development.",DRY (Don't Repeat Yourself) advocates for avoiding code duplication by...,Average
36,Software Engineer,Technical,General Programming,Medium,"Define the term ""DRY"" in software development.","I'm not really sure, maybe it's something to do with code.",Poor
37,Software Engineer,Technical,General Programming,Hard,What is the SOLID principle?,"SOLID represents five design principles for OOP: Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, Dependency Inversion.",Excellent
38,Software Engineer,Technical,General Programming,Hard,What is the SOLID principle?,"SOLID represents five design principles for OOP: Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, Dependency Inversion.",Good
39,Software Engineer,Technical,General Programming,Hard,What is the SOLID principle?,"SOLID represents five design principles for OOP: Single Responsibility, Open/Closed,...",Average
40,Software Engineer,Technical,General Programming,Hard,What is the SOLID principle?,"Something related to software, not sure of the details.",Poor
41,Software Engineer,Technical,Data Structures,Easy,What is the difference between an array and a linked list?,"An array has fixed size and stores elements in contiguous memory; a linked list consists of nodes with data and references, allowing dynamic size.",Excellent
42,Software Engineer,Technical,Data Structures,Easy,What is the difference between an array and a linked list?,"An array has fixed size and stores elements in contiguous memory; a linked list consists of nodes with data and references, allowing dynamic size.",Good
43,Software Engineer,Technical,Data Structures,Easy,What is the difference between an array and a linked list?,An array has fixed size and stores elements in contiguous...,Average
44,Software Engineer,Technical,Data Structures,Easy,What is the difference between an array and a linked list?,"Not sure, I'd have to look that up.",Poor
45,Software Engineer,Technical,Data Structures,Hard,Explain the time complexity of an algorithm.,"Time complexity measures the time an algorithm takes relative to its input size, expressed in Big O notation.",Excellent
46,Software Engineer,Technical,Data Structures,Hard,Explain the time complexity of an algorithm.,"Time complexity measures the time an algorithm takes relative to its input size, expressed in Big O notation.",Good
47,Software Engineer,Technical,Data Structures,Hard,Explain the time complexity of an algorithm.,Time complexity measures the time an algorithm takes relative to...,Average
48,Software Engineer,Technical,Data Structures,Hard,Explain the time complexity of an algorithm.,"I'm not really sure, maybe it's something to do with code.",Poor
49,Software Engineer,Technical,Data Structures,Medium,Describe the difference between a binary search tree and a hash table.,"A binary search tree is hierarchical, maintaining order; a hash table maps keys to values for fast retrieval, without maintaining order.",Excellent
50,Software Engineer,Technical,Data Structures,Medium,Describe the difference between a binary search tree and a hash table.,"A binary search tree is hierarchical, maintaining order; a hash table maps keys to values for fast retrieval, without maintaining order.",Good
51,Software Engineer,Technical,Data Structures,Medium,Describe the difference between a binary search tree and a hash table.,"A binary search tree is hierarchical, maintaining order; a hash...",Average
52,Software Engineer,Technical,Data Structures,Medium,Describe the difference between a binary search tree and a hash table.,"I'm not really sure, maybe it's something to do with code.",Poor
53,Software Engineer,Technical,Data Structures,Medium,What is a linked list and how does it work?,"A linked list is a series of nodes each containing data and a reference to the next node, allowing dynamic memory allocation and efficient insertions/deletions.",Excellent
54,Software Engineer,Technical,Data Structures,Medium,What is a linked list and how does it work?,"A linked list is a series of nodes each containing data and a reference to the next node, allowing dynamic memory allocation and efficient insertions/deletions.",Good
55,Software Engineer,Technical,Data Structures,Medium,What is a linked list and how does it work?,A linked list is a series of nodes each containing...,Average
56,Software Engineer,Technical,Data Structures,Medium,What is a linked list and how does it work?,"I'm not really sure, maybe it's something to do with code.",Poor
57,Software Engineer,Technical,Data Structures,Medium,Explain the concept of recursion.,"Recursion is when a function calls itself to solve subproblems, with a base case to terminate recursion.",Excellent
58,Software Engineer,Technical,Data Structures,Medium,Explain the concept of recursion.,"Recursion is when a function calls itself to solve subproblems, with a base case to terminate recursion.",Good
59,Software Engineer,Technical,Data Structures,Medium,Explain the concept of recursion.,"Recursion is when a function calls itself to solve subproblems,...",Average
60,Software Engineer,Technical,Data Structures,Medium,Explain the concept of recursion.,I don't know the exact answer to this.,Poor
61,Software Engineer,Technical,Data Structures,Medium,"What is Big O notation, and why is it important?","Big O notation describes the upper bound of algorithm time complexity, important for comparing efficiency and growth rates.",Excellent
62,Software Engineer,Technical,Data Structures,Medium,"What is Big O notation, and why is it important?","Big O notation describes the upper bound of algorithm time complexity, important for comparing efficiency and growth rates.",Good
63,Software Engineer,Technical,Data Structures,Medium,"What is Big O notation, and why is it important?",Big O notation describes the upper bound of algorithm time...,Average
64,Software Engineer,Technical,Data Structures,Medium,"What is Big O notation, and why is it important?",I don't know the exact answer to this.,Poor
65,Software Engineer,Technical,Data Structures,Hard,How do you perform a binary search on a sorted array?,"Binary search divides the search interval in half, repeatedly comparing the middle element to the target.",Excellent
66,Software Engineer,Technical,Data Structures,Hard,How do you perform a binary search on a sorted array?,"Binary search divides the search interval in half, repeatedly comparing the middle element to the target.",Good
67,Software Engineer,Technical,Data Structures,Hard,How do you perform a binary search on a sorted array?,"Binary search divides the search interval in half, repeatedly comparing...",Average
68,Software Engineer,Technical,Data Structures,Hard,How do you perform a binary search on a sorted array?,"Something related to software, not sure of the details.",Poor
69,Software Engineer,Technical,Data Structures,Medium,Discuss the advantages and disadvantages of different sorting algorithms.,Sorting algorithms vary in time/space complexity and stability. Quick Sort and Merge Sort are fast but more complex; Insertion and Bubble Sort are simple but slower.,Excellent
70,Software Engineer,Technical,Data Structures,Medium,Discuss the advantages and disadvantages of different sorting algorithms.,Sorting algorithms vary in time/space complexity and stability.,Good
71,Software Engineer,Technical,Data Structures,Medium,Discuss the advantages and disadvantages of different sorting algorithms.,Sorting algorithms vary in time/space complexity and stability.,Average
72,Software Engineer,Technical,Data Structures,Medium,Discuss the advantages and disadvantages of different sorting algorithms.,"Something related to software, not sure of the details.",Poor
73,Software Engineer,Technical,Data Structures,Medium,Explain how a hash table works.,"A hash table uses a hash function to map keys to values in an array, allowing fast O(1) access.",Excellent
74,Software Engineer,Technical,Data Structures,Medium,Explain how a hash table works.,"A hash table uses a hash function to map keys to values in an array, allowing fast O(1) access.",Good
75,Software Engineer,Technical,Data Structures,Medium,Explain how a hash table works.,A hash table uses a hash function to map keys...,Average
76,Software Engineer,Technical,Data Structures,Medium,Explain how a hash table works.,"I'm not really sure, maybe it's something to do with code.",Poor
77,Software Engineer,Technical,Data Structures,Hard,What is dynamic programming?,"Dynamic programming solves complex problems by dividing them into smaller subproblems, avoiding redundant calculations.",Excellent
78,Software Engineer,Technical,Data Structures,Hard,What is dynamic programming?,"Dynamic programming solves complex problems by dividing them into smaller subproblems, avoiding redundant calculations.",Good
79,Software Engineer,Technical,Data Structures,Hard,What is dynamic programming?,Dynamic programming solves complex problems by dividing them into smaller...,Average
80,Software Engineer,Technical,Data Structures,Hard,What is dynamic programming?,"Something related to software, not sure of the details.",Poor
81,Software Engineer,Technical,Languages and Frameworks,Medium,What is the difference between Java and JavaScript?,"Java is a compiled, statically-typed language used for server-side, mobile, and desktop apps. JavaScript is an interpreted, dynamically-typed language for web development.",Excellent
82,Software Engineer,Technical,Languages and Frameworks,Medium,What is the difference between Java and JavaScript?,"Java is a compiled, statically-typed language used for server-side, mobile, and desktop apps.",Good
83,Software Engineer,Technical,Languages and Frameworks,Medium,What is the difference between Java and JavaScript?,"Java is a compiled, statically-typed language used for server-side, mobile,...",Average
84,Software Engineer,Technical,Languages and Frameworks,Medium,What is the difference between Java and JavaScript?,I don't know the exact answer to this.,Poor
85,Software Engineer,Technical,Languages and Frameworks,Medium,Describe the MVC architectural pattern.,"MVC divides an application into Model (data), View (UI), and Controller (input handling), promoting separation of concerns.",Excellent
86,Software Engineer,Technical,Languages and Frameworks,Medium,Describe the MVC architectural pattern.,"MVC divides an application into Model (data), View (UI), and Controller (input handling), promoting separation of concerns.",Good
87,Software Engineer,Technical,Languages and Frameworks,Medium,Describe the MVC architectural pattern.,"MVC divides an application into Model (data), View (UI), and...",Average
88,Software Engineer,Technical,Languages and Frameworks,Medium,Describe the MVC architectural pattern.,"Something related to software, not sure of the details.",Poor
89,Software Engineer,Technical,Languages and Frameworks,Medium,What is a RESTful API?,"RESTful API is a web service implementation using HTTP methods to perform CRUD operations on resources, adhering to stateless, client-server architecture.",Excellent
90,Software Engineer,Technical,Languages and Frameworks,Medium,What is a RESTful API?,"RESTful API is a web service implementation using HTTP methods to perform CRUD operations on resources, adhering to stateless, client-server architecture.",Good
91,Software Engineer,Technical,Languages and Frameworks,Medium,What is a RESTful API?,RESTful API is a web service implementation using HTTP methods...,Average
92,Software Engineer,Technical,Languages and Frameworks,Medium,What is a RESTful API?,"Not sure, I'd have to look that up.",Poor
93,Software Engineer,Technical,Languages and Frameworks,Medium,"Explain the use of ""this"" keyword in JavaScript.","""this"" in JavaScript refers to the execution context, varying based on function calling, global scope, or event handlers.",Excellent
94,Software Engineer,Technical,Languages and Frameworks,Medium,"Explain the use of ""this"" keyword in JavaScript.","""this"" in JavaScript refers to the execution context, varying based on function calling, global scope, or event handlers.",Good
95,Software Engineer,Technical,Languages and Frameworks,Medium,"Explain the use of ""this"" keyword in JavaScript.","""this"" in JavaScript refers to the execution context, varying based...",Average
96,Software Engineer,Technical,Languages and Frameworks,Medium,"Explain the use of ""this"" keyword in JavaScript.",I don't know the exact answer to this.,Poor
97,Software Engineer,Technical,Languages and Frameworks,Medium,What is a closure in programming?,A closure is a function with access to its outer scope variables even after the outer function has executed.,Excellent
98,Software Engineer,Technical,Languages and Frameworks,Medium,What is a closure in programming?,A closure is a function with access to its outer scope variables even after the outer function has executed.,Good
99,Software Engineer,Technical,Languages and Frameworks,Medium,What is a closure in programming?,A closure is a function with access to its outer...,Average
100,Software Engineer,Technical,Languages and Frameworks,Medium,What is a closure in programming?,"Not sure, I'd have to look that up.",Poor
101,Software Engineer,Technical,Languages and Frameworks,Medium,What are the differences between Python 2 and Python 3?,"Python 3 has print as a function, true division, Unicode support by default, and different syntax for exceptions, unlike Python 2.",Excellent
102,Software Engineer,Technical,Languages and Frameworks,Medium,What are the differences between Python 2 and Python 3?,"Python 3 has print as a function, true division, Unicode support by default, and different syntax for exceptions, unlike Python 2.",Good
103,Software Engineer,Technical,Languages and Frameworks,Medium,What are the differences between Python 2 and Python 3?,"Python 3 has print as a function, true division, Unicode...",Average
104,Software Engineer,Technical,Languages and Frameworks,Medium,What are the differences between Python 2 and Python 3?,"Something related to software, not sure of the details.",Poor
105,Software Engineer,Technical,Languages and Frameworks,Hard,Discuss the role of a package manager like npm or pip.,"Package managers manage installation, update, and dependency resolution of libraries, simplifying library management in development.",Excellent
106,Software Engineer,Technical,Languages and Frameworks,Hard,Discuss the role of a package manager like npm or pip.,"Package managers manage installation, update, and dependency resolution of libraries, simplifying library management in development.",Good
107,Software Engineer,Technical,Languages and Frameworks,Hard,Discuss the role of a package manager like npm or pip.,"Package managers manage installation, update, and dependency resolution of libraries,...",Average
108,Software Engineer,Technical,Languages and Frameworks,Hard,Discuss the role of a package manager like npm or pip.,It's just a programming term I think.,Poor
109,Software Engineer,Technical,Languages and Frameworks,Medium,Explain the concept of multi-threading in Java.,"Multi-threading in Java allows concurrent execution of multiple threads, improving application responsiveness and performance.",Excellent
110,Software Engineer,Technical,Languages and Frameworks,Medium,Explain the concept of multi-threading in Java.,"Multi-threading in Java allows concurrent execution of multiple threads, improving application responsiveness and performance.",Good
111,Software Engineer,Technical,Languages and Frameworks,Medium,Explain the concept of multi-threading in Java.,"Multi-threading in Java allows concurrent execution of multiple threads, improving...",Average
112,Software Engineer,Technical,Languages and Frameworks,Medium,Explain the concept of multi-threading in Java.,"I'm not really sure, maybe it's something to do with code.",Poor
113,Software Engineer,Technical,Languages and Frameworks,Medium,What is a Singleton pattern?,"Singleton ensures a class has only one instance and provides a global access point to it, useful for shared resources.",Excellent
114,Software Engineer,Technical,Languages and Frameworks,Medium,What is a Singleton pattern?,"Singleton ensures a class has only one instance and provides a global access point to it, useful for shared resources.",Good
115,Software Engineer,Technical,Languages and Frameworks,Medium,What is a Singleton pattern?,Singleton ensures a class has only one instance and provides...,Average
116,Software Engineer,Technical,Languages and Frameworks,Medium,What is a Singleton pattern?,I don't know the exact answer to this.,Poor
117,Software Engineer,Technical,Languages and Frameworks,Medium,What is a virtual function in C++?,"Virtual functions in C++ allow derived classes to override them, enabling runtime polymorphism and dynamic method dispatch.",Excellent
118,Software Engineer,Technical,Languages and Frameworks,Medium,What is a virtual function in C++?,"Virtual functions in C++ allow derived classes to override them, enabling runtime polymorphism and dynamic method dispatch.",Good
119,Software Engineer,Technical,Languages and Frameworks,Medium,What is a virtual function in C++?,"Virtual functions in C++ allow derived classes to override them,...",Average
120,Software Engineer,Technical,Languages and Frameworks,Medium,What is a virtual function in C++?,"Not sure, I'd have to look that up.",Poor
121,Software Engineer,Technical,Database and SQL,Medium,"What is a database index, and why is it important?","A database index speeds up data retrieval, similar to a book's index, improving query performance.",Excellent
122,Software Engineer,Technical,Database and SQL,Medium,"What is a database index, and why is it important?","A database index speeds up data retrieval, similar to a book's index, improving query performance.",Good
123,Software Engineer,Technical,Database and SQL,Medium,"What is a database index, and why is it important?","A database index speeds up data retrieval, similar to a...",Average
124,Software Engineer,Technical,Database and SQL,Medium,"What is a database index, and why is it important?",It's just a programming term I think.,Poor
125,Software Engineer,Technical,Database and SQL,Medium,Explain the differences between SQL and NoSQL databases.,SQL databases use structured query language with a predefined schema; NoSQL databases store schema-less data with flexible models.,Excellent
126,Software Engineer,Technical,Database and SQL,Medium,Explain the differences between SQL and NoSQL databases.,SQL databases use structured query language with a predefined schema; NoSQL databases store schema-less data with flexible models.,Good
127,Software Engineer,Technical,Database and SQL,Medium,Explain the differences between SQL and NoSQL databases.,SQL databases use structured query language with a predefined schema;...,Average
128,Software Engineer,Technical,Database and SQL,Medium,Explain the differences between SQL and NoSQL databases.,It's just a programming term I think.,Poor
129,Software Engineer,Technical,Database and SQL,Medium,What is a foreign key in a database?,"A foreign key links two tables by referring to the primary key in another table, ensuring referential integrity.",Excellent
130,Software Engineer,Technical,Database and SQL,Medium,What is a foreign key in a database?,"A foreign key links two tables by referring to the primary key in another table, ensuring referential integrity.",Good
131,Software Engineer,Technical,Database and SQL,Medium,What is a foreign key in a database?,A foreign key links two tables by referring to the...,Average
132,Software Engineer,Technical,Database and SQL,Medium,What is a foreign key in a database?,I don't know the exact answer to this.,Poor
133,Software Engineer,Technical,Database and SQL,Hard,Describe the ACID properties in database transactions.,"ACID: Atomicity (indivisible transactions), Consistency (consistent state transitions), Isolation (independent transactions), Durability (persisted changes).",Excellent
134,Software Engineer,Technical,Database and SQL,Hard,Describe the ACID properties in database transactions.,"ACID: Atomicity (indivisible transactions), Consistency (consistent state transitions), Isolation (independent transactions), Durability (persisted changes).",Good
135,Software Engineer,Technical,Database and SQL,Hard,Describe the ACID properties in database transactions.,"ACID: Atomicity (indivisible transactions), Consistency (consistent state transitions), Isolation (independent...",Average
136,Software Engineer,Technical,Database and SQL,Hard,Describe the ACID properties in database transactions.,I don't know the exact answer to this.,Poor
137,Software Engineer,Technical,Database and SQL,Easy,How do you optimize a SQL query for better performance?,"Optimize using indexes, efficient SQL, limiting data retrieval, analyzing query performance, and considering denormalization.",Excellent
138,Software Engineer,Technical,Database and SQL,Easy,How do you optimize a SQL query for better performance?,"Optimize using indexes, efficient SQL, limiting data retrieval, analyzing query performance, and considering denormalization.",Good
139,Software Engineer,Technical,Database and SQL,Easy,How do you optimize a SQL query for better performance?,"Optimize using indexes, efficient SQL, limiting data retrieval, analyzing query...",Average
140,Software Engineer,Technical,Database and SQL,Easy,How do you optimize a SQL query for better performance?,It's just a programming term I think.,Poor
141,Software Engineer,Technical,Database and SQL,Hard,What is normalization in database design?,"Normalization organizes data into separate tables to reduce redundancy and improve integrity, following normalization forms.",Excellent
142,Software Engineer,Technical,Database and SQL,Hard,What is normalization in database design?,"Normalization organizes data into separate tables to reduce redundancy and improve integrity, following normalization forms.",Good
143,Software Engineer,Technical,Database and SQL,Hard,What is normalization in database design?,Normalization organizes data into separate tables to reduce redundancy and...,Average
144,Software Engineer,Technical,Database and SQL,Hard,What is normalization in database design?,"I'm not really sure, maybe it's something to do with code.",Poor
145,Software Engineer,Technical,Database and SQL,Medium,Explain the difference between INNER JOIN and LEFT JOIN in SQL.,INNER JOIN returns matching rows from both tables; LEFT JOIN returns all rows from the left table and matching rows from the right.,Excellent
146,Software Engineer,Technical,Database and SQL,Medium,Explain the difference between INNER JOIN and LEFT JOIN in SQL.,INNER JOIN returns matching rows from both tables; LEFT JOIN returns all rows from the left table and matching rows from the right.,Good
147,Software Engineer,Technical,Database and SQL,Medium,Explain the difference between INNER JOIN and LEFT JOIN in SQL.,INNER JOIN returns matching rows from both tables; LEFT JOIN...,Average
148,Software Engineer,Technical,Database and SQL,Medium,Explain the difference between INNER JOIN and LEFT JOIN in SQL.,"I'm not really sure, maybe it's something to do with code.",Poor
149,Software Engineer,Technical,Database and SQL,Medium,"What is a stored procedure, and when would you use one?","Stored procedures are precompiled SQL statements for data manipulation and logic, used for repetitive tasks and improving performance.",Excellent
150,Software Engineer,Technical,Database and SQL,Medium,"What is a stored procedure, and when would you use one?","Stored procedures are precompiled SQL statements for data manipulation and logic, used for repetitive tasks and improving performance.",Good
151,Software Engineer,Technical,Database and SQL,Medium,"What is a stored procedure, and when would you use one?",Stored procedures are precompiled SQL statements for data manipulation and...,Average
152,Software Engineer,Technical,Database and SQL,Medium,"What is a stored procedure, and when would you use one?","Not sure, I'd have to look that up.",Poor
153,Software Engineer,Technical,Database and SQL,Medium,"What is database denormalization, and when is it appropriate?","Denormalization introduces redundancy for performance, useful in read-heavy scenarios at the expense of storage and complexity.",Excellent
154,Software Engineer,Technical,Database and SQL,Medium,"What is database denormalization, and when is it appropriate?","Denormalization introduces redundancy for performance, useful in read-heavy scenarios at the expense of storage and complexity.",Good
155,Software Engineer,Technical,Database and SQL,Medium,"What is database denormalization, and when is it appropriate?","Denormalization introduces redundancy for performance, useful in read-heavy scenarios at...",Average
156,Software Engineer,Technical,Database and SQL,Medium,"What is database denormalization, and when is it appropriate?","I'm not really sure, maybe it's something to do with code.",Poor
157,Software Engineer,Technical,Database and SQL,Medium,Discuss the advantages and disadvantages of using an ORM tool.,ORM simplifies database interactions and is language-agnostic. It can introduce performance overhead and may limit database features.,Excellent
158,Software Engineer,Technical,Database and SQL,Medium,Discuss the advantages and disadvantages of using an ORM tool.,ORM simplifies database interactions and is language-agnostic.,Good
159,Software Engineer,Technical,Database and SQL,Medium,Discuss the advantages and disadvantages of using an ORM tool.,ORM simplifies database interactions and is language-agnostic.,Average
160,Software Engineer,Technical,Database and SQL,Medium,Discuss the advantages and disadvantages of using an ORM tool.,It's just a programming term I think.,Poor
161,Software Engineer,Technical,Web Development,Hard,What is the Document Object Model (DOM)?,"The DOM is a tree-like representation of a web page's structure, allowing manipulation of content, structure, and style via programming languages.",Excellent
162,Software Engineer,Technical,Web Development,Hard,What is the Document Object Model (DOM)?,"The DOM is a tree-like representation of a web page's structure, allowing manipulation of content, structure, and style via programming languages.",Good
163,Software Engineer,Technical,Web Development,Hard,What is the Document Object Model (DOM)?,The DOM is a tree-like representation of a web page's...,Average
164,Software Engineer,Technical,Web Development,Hard,What is the Document Object Model (DOM)?,It's just a programming term I think.,Poor
165,Software Engineer,Technical,Web Development,Medium,Explain the difference between HTTP and HTTPS.,"HTTP is an unsecured data transmission protocol; HTTPS is secure, encrypting data in transit using SSL/TLS.",Excellent
166,Software Engineer,Technical,Web Development,Medium,Explain the difference between HTTP and HTTPS.,"HTTP is an unsecured data transmission protocol; HTTPS is secure, encrypting data in transit using SSL/TLS.",Good
167,Software Engineer,Technical,Web Development,Medium,Explain the difference between HTTP and HTTPS.,"HTTP is an unsecured data transmission protocol; HTTPS is secure,...",Average
168,Software Engineer,Technical,Web Development,Medium,Explain the difference between HTTP and HTTPS.,"Something related to software, not sure of the details.",Poor
169,Software Engineer,Technical,Web Development,Medium,What is CORS (Cross-Origin Resource Sharing)?,"CORS is a security measure allowing or restricting resources requested from another domain, managed via HTTP headers.",Excellent
170,Software Engineer,Technical,Web Development,Medium,What is CORS (Cross-Origin Resource Sharing)?,"CORS is a security measure allowing or restricting resources requested from another domain, managed via HTTP headers.",Good
171,Software Engineer,Technical,Web Development,Medium,What is CORS (Cross-Origin Resource Sharing)?,CORS is a security measure allowing or restricting resources requested...,Average
172,Software Engineer,Technical,Web Development,Medium,What is CORS (Cross-Origin Resource Sharing)?,It's just a programming term I think.,Poor
173,Software Engineer,Technical,Web Development,Medium,Describe the purpose of a web server like Apache or Nginx.,"Web servers handle HTTP requests, serve content, manage security, routing, and can act as reverse proxies for application servers.",Excellent
174,Software Engineer,Technical,Web Development,Medium,Describe the purpose of a web server like Apache or Nginx.,"Web servers handle HTTP requests, serve content, manage security, routing, and can act as reverse proxies for application servers.",Good
175,Software Engineer,Technical,Web Development,Medium,Describe the purpose of a web server like Apache or Nginx.,"Web servers handle HTTP requests, serve content, manage security, routing,...",Average
176,Software Engineer,Technical,Web Development,Medium,Describe the purpose of a web server like Apache or Nginx.,"I'm not really sure, maybe it's something to do with code.",Poor
177,Software Engineer,Technical,Web Development,Hard,"What is a cookie, and how does it work?","Cookies are data stored on the user's computer by the web server, sent with HTTP requests for session management, tracking, and storing preferences.",Excellent
178,Software Engineer,Technical,Web Development,Hard,"What is a cookie, and how does it work?","Cookies are data stored on the user's computer by the web server, sent with HTTP requests for session management, tracking, and storing preferences.",Good
179,Software Engineer,Technical,Web Development,Hard,"What is a cookie, and how does it work?",Cookies are data stored on the user's computer by the...,Average
180,Software Engineer,Technical,Web Development,Hard,"What is a cookie, and how does it work?","Not sure, I'd have to look that up.",Poor
181,Software Engineer,Technical,Web Development,Medium,What is a session in web development?,"A session maintains stateful information across multiple HTTP requests, typically for user authentication and data storage.",Excellent
182,Software Engineer,Technical,Web Development,Medium,What is a session in web development?,"A session maintains stateful information across multiple HTTP requests, typically for user authentication and data storage.",Good
183,Software Engineer,Technical,Web Development,Medium,What is a session in web development?,"A session maintains stateful information across multiple HTTP requests, typically...",Average
184,Software Engineer,Technical,Web Development,Medium,What is a session in web development?,"Something related to software, not sure of the details.",Poor
185,Software Engineer,Technical,Web Development,Medium,Explain the concept of responsive web design.,"Responsive design ensures web content functions across different devices and screen sizes, using CSS media queries and flexible layouts.",Excellent
186,Software Engineer,Technical,Web Development,Medium,Explain the concept of responsive web design.,"Responsive design ensures web content functions across different devices and screen sizes, using CSS media queries and flexible layouts.",Good
187,Software Engineer,Technical,Web Development,Medium,Explain the concept of responsive web design.,Responsive design ensures web content functions across different devices and...,Average
188,Software Engineer,Technical,Web Development,Medium,Explain the concept of responsive web design.,"I'm not really sure, maybe it's something to do with code.",Poor
189,Software Engineer,Technical,Web Development,Medium,Describe the differences between GET and POST requests.,"GET requests retrieve data and include parameters in the URL; POST requests send data to the server, encapsulating data in the request body.",Excellent
190,Software Engineer,Technical,Web Development,Medium,Describe the differences between GET and POST requests.,"GET requests retrieve data and include parameters in the URL; POST requests send data to the server, encapsulating data in the request body.",Good
